date,time,pto,Tt@s,pco,Tc@s,Ptv,Tt@v,cycle time,injection time,depth,tubing diameter,oil density,Pt@s,Pt@v,Pc@s
11/10/2009,1:03:15,1451.014,11.542,10283.46,11.45,5344.275,115.328,60,15,2394,0.052,0.872,1.451014,5.344275,10.28346
11/10/2009,1:03:20,1451.889,11.536,10288.03,11.453,5360.633,115.11,60,15,2394,0.052,0.872,1.451889,5.360633,10.28803
11/10/2009,1:03:25,1453.58,11.542,10291.71,11.456,5376.344,114.898,60,15,2394,0.052,0.872,1.45358,5.376344,10.29171
11/10/2009,1:03:30,1453.926,11.543,10296.07,11.455,5392.203,114.689,60,15,2394,0.052,0.872,1.453926,5.392203,10.29607
11/10/2009,1:03:35,1453.925,11.543,10300.18,11.456,5407.714,114.494,60,15,2394,0.052,0.872,1.453925,5.407714,10.30018
11/10/2009,1:03:40,1453.912,11.546,10303.84,11.456,5423.192,114.301,60,15,2394,0.052,0.872,1.453912,5.423192,10.30384
11/10/2009,1:03:45,1453.803,11.545,10308.12,11.458,5438.593,114.111,60,15,2394,0.052,0.872,1.453803,5.438593,10.30812
11/10/2009,1:03:50,1454.132,11.547,10311.67,11.459,5452.593,113.926,60,15,2394,0.052,0.872,1.454132,5.452593,10.31167
11/10/2009,1:03:55,1454.568,11.549,10316.1,11.459,5466.991,113.742,60,15,2394,0.052,0.872,1.454568,5.466991,10.3161
11/10/2009,1:04:00,1454.723,11.545,10319.55,11.461,5480.558,113.56,60,15,2394,0.052,0.872,1.454723,5.480558,10.31955
11/10/2009,1:04:05,1456.719,11.549,10323.74,11.463,5494.196,113.386,60,15,2394,0.052,0.872,1.456719,5.494196,10.32374
11/10/2009,1:04:10,1456.952,11.548,10327.52,11.461,5507.709,113.212,60,15,2394,0.052,0.872,1.456952,5.507709,10.32752
11/10/2009,1:04:15,1456.959,11.552,10331.55,11.462,5520.448,113.05,60,15,2394,0.052,0.872,1.456959,5.520448,10.33155
11/10/2009,1:04:20,1456.941,11.552,10335.66,11.465,5533.066,112.897,60,15,2394,0.052,0.872,1.456941,5.533066,10.33566
11/10/2009,1:04:25,1456.976,11.551,10339.22,11.463,5546.613,112.75,60,15,2394,0.052,0.872,1.456976,5.546613,10.33922
11/10/2009,1:04:30,1459.162,11.552,10342.96,11.466,5559.32,112.613,60,15,2394,0.052,0.872,1.459162,5.55932,10.34296
11/10/2009,1:04:35,1462.77,11.549,10347.23,11.464,5572.173,112.481,60,15,2394,0.052,0.872,1.46277,5.572173,10.34723
11/10/2009,1:04:40,1465.162,11.553,10350.39,11.468,5583.986,112.349,60,15,2394,0.052,0.872,1.465162,5.583986,10.35039
11/10/2009,1:04:45,1466.391,11.553,10354.6,11.469,5596.164,112.229,60,15,2394,0.052,0.872,1.466391,5.596164,10.3546
11/10/2009,1:04:50,1467.152,11.554,10358.52,11.468,5608.3,112.107,60,15,2394,0.052,0.872,1.467152,5.6083,10.35852
11/10/2009,1:04:55,1468.142,11.552,10362.26,11.469,5619.473,111.993,60,15,2394,0.052,0.872,1.468142,5.619473,10.36226
11/10/2009,1:05:00,1469.136,11.553,10365.86,11.466,5630.568,111.89,60,15,2394,0.052,0.872,1.469136,5.630568,10.36586
11/10/2009,1:05:05,1469.442,11.552,10369.64,11.466,5641.327,111.788,60,15,2394,0.052,0.872,1.469442,5.641327,10.36964
11/10/2009,1:05:10,1469.694,11.552,10373.19,11.468,5651.86,111.689,60,15,2394,0.052,0.872,1.469694,5.65186,10.37319
11/10/2009,1:05:15,1469.698,11.553,10377.35,11.471,5662.646,111.599,60,15,2394,0.052,0.872,1.469698,5.662646,10.37735
11/10/2009,1:05:20,1469.719,11.555,10380.55,11.469,5672.724,111.508,60,15,2394,0.052,0.872,1.469719,5.672724,10.38055
11/10/2009,1:05:25,1469.937,11.556,10384.52,11.472,5683.489,111.427,60,15,2394,0.052,0.872,1.469937,5.683489,10.38452
11/10/2009,1:05:30,1469.935,11.555,10387.85,11.472,5693.556,111.345,60,15,2394,0.052,0.872,1.469935,5.693556,10.38785
11/10/2009,1:05:35,1470.76,11.551,10391.89,11.47,5703.432,111.268,60,15,2394,0.052,0.872,1.47076,5.703432,10.39189
11/10/2009,1:05:40,1471.615,11.554,10395.58,11.471,5712.487,111.195,60,15,2394,0.052,0.872,1.471615,5.712487,10.39558
11/10/2009,1:05:45,1471.618,11.556,10398.95,11.469,5722.044,111.116,60,15,2394,0.052,0.872,1.471618,5.722044,10.39895
11/10/2009,1:05:50,1472.266,11.555,10402.6,11.471,5731.176,111.046,60,15,2394,0.052,0.872,1.472266,5.731176,10.4026
11/10/2009,1:05:55,1472.26,11.552,10405.94,11.471,5739.949,110.978,60,15,2394,0.052,0.872,1.47226,5.739949,10.40594
11/10/2009,1:06:00,1472.304,11.556,10409.43,11.472,5748.433,110.921,60,15,2394,0.052,0.872,1.472304,5.748433,10.40943
11/10/2009,1:06:05,1472.389,11.553,10413.35,11.471,5756.581,110.862,60,15,2394,0.052,0.872,1.472389,5.756581,10.41335
11/10/2009,1:06:10,1472.118,11.553,10416.97,11.473,5763.888,110.804,60,15,2394,0.052,0.872,1.472118,5.763888,10.41697
11/10/2009,1:06:15,1472.12,11.554,10420.69,11.474,5771.663,110.742,60,15,2394,0.052,0.872,1.47212,5.771663,10.42069
11/10/2009,1:06:20,1472.1,11.553,10423.84,11.471,5779.312,110.685,60,15,2394,0.052,0.872,1.4721,5.779312,10.42384
11/10/2009,1:06:25,1472.122,11.555,10427.47,11.475,5786.587,110.634,60,15,2394,0.052,0.872,1.472122,5.786587,10.42747
11/10/2009,1:06:30,1472.119,11.554,10430.76,11.47,5794.259,110.592,60,15,2394,0.052,0.872,1.472119,5.794259,10.43076
11/10/2009,1:06:35,1472.138,11.554,10434.21,11.474,5801.725,110.568,60,15,2394,0.052,0.872,1.472138,5.801725,10.43421
11/10/2009,1:06:40,1472.134,11.552,10437.54,11.477,5809.015,110.549,60,15,2394,0.052,0.872,1.472134,5.809015,10.43754
11/10/2009,1:06:45,1472.138,11.554,10441.12,11.473,5816.028,110.528,60,15,2394,0.052,0.872,1.472138,5.816028,10.44112
11/10/2009,1:06:50,1472.172,11.553,10444.64,11.475,5822.672,110.512,60,15,2394,0.052,0.872,1.472172,5.822672,10.44464
11/10/2009,1:06:55,1472.408,11.554,10447.72,11.473,5828.511,110.495,60,15,2394,0.052,0.872,1.472408,5.828511,10.44772
11/10/2009,1:07:00,1472.706,11.559,10450.72,11.472,5834.615,110.479,60,15,2394,0.052,0.872,1.472706,5.834615,10.45072
11/10/2009,1:07:05,1473.507,11.552,10454.51,11.476,5840.768,110.464,60,15,2394,0.052,0.872,1.473507,5.840768,10.45451
11/10/2009,1:07:10,1473.512,11.555,10457.84,11.48,5847.185,110.449,60,15,2394,0.052,0.872,1.473512,5.847185,10.45784
11/10/2009,1:07:15,1473.526,11.552,10461.16,11.476,5853.756,110.444,60,15,2394,0.052,0.872,1.473526,5.853756,10.46116
11/10/2009,1:07:20,1473.525,11.552,10464.41,11.474,5860.285,110.432,60,15,2394,0.052,0.872,1.473525,5.860285,10.46441
11/10/2009,1:07:25,1473.531,11.555,10467.96,11.478,5867.094,110.417,60,15,2394,0.052,0.872,1.473531,5.867094,10.46796
11/10/2009,1:07:30,1472.986,11.554,10470.71,11.478,5873.929,110.411,60,15,2394,0.052,0.872,1.472986,5.873929,10.47071
11/10/2009,1:07:35,1472.824,11.554,10474.32,11.476,5880.428,110.412,60,15,2394,0.052,0.872,1.472824,5.880428,10.47432
11/10/2009,1:07:40,1472.351,11.552,10477.37,11.478,5887.496,110.414,60,15,2394,0.052,0.872,1.472351,5.887496,10.47737
11/10/2009,1:07:45,1472.248,11.555,10480.08,11.477,5895.105,110.407,60,15,2394,0.052,0.872,1.472248,5.895105,10.48008
11/10/2009,1:07:50,1471.342,11.554,10483.24,11.48,5902.823,110.405,60,15,2394,0.052,0.872,1.471342,5.902823,10.48324
11/10/2009,1:07:55,1470.832,11.551,10486.13,11.478,5910.408,110.396,60,15,2394,0.052,0.872,1.470832,5.910408,10.48613
11/10/2009,1:08:00,1470.58,11.552,10489.2,11.477,5918.689,110.389,60,15,2394,0.052,0.872,1.47058,5.918689,10.4892
11/10/2009,1:08:05,1469.606,11.553,10491.15,11.477,5927.362,110.385,60,15,2394,0.052,0.872,1.469606,5.927362,10.49115
11/10/2009,1:08:10,1469.284,11.554,10493.96,11.477,5936.431,110.374,60,15,2394,0.052,0.872,1.469284,5.936431,10.49396
11/10/2009,1:08:15,1468.217,11.554,10497.08,11.477,5945.396,110.364,60,15,2394,0.052,0.872,1.468217,5.945396,10.49708
11/10/2009,1:08:20,1468.253,11.553,10499.72,11.479,5953.906,110.353,60,15,2394,0.052,0.872,1.468253,5.953906,10.49972
11/10/2009,1:08:25,1468.798,11.555,10502.29,11.479,5962.053,110.334,60,15,2394,0.052,0.872,1.468798,5.962053,10.50229
11/10/2009,1:08:30,1469.05,11.555,10504.53,11.477,5969.664,110.312,60,15,2394,0.052,0.872,1.46905,5.969664,10.50453
11/10/2009,1:08:35,1469.285,11.555,10507.06,11.48,5977.624,110.286,60,15,2394,0.052,0.872,1.469285,5.977624,10.50706
11/10/2009,1:08:40,1469.682,11.555,10509.27,11.477,5985.232,110.258,60,15,2394,0.052,0.872,1.469682,5.985232,10.50927
11/10/2009,1:08:45,1469.987,11.554,10511.8,11.479,5992.563,110.231,60,15,2394,0.052,0.872,1.469987,5.992563,10.5118
11/10/2009,1:08:50,1470.368,11.554,10514.04,11.477,6000.257,110.204,60,15,2394,0.052,0.872,1.470368,6.000257,10.51404
11/10/2009,1:08:55,1472.209,11.554,10517.01,11.477,6007.745,110.171,60,15,2394,0.052,0.872,1.472209,6.007745,10.51701
11/10/2009,1:09:00,1474.31,11.556,10518.97,11.48,6015.057,110.144,60,15,2394,0.052,0.872,1.47431,6.015057,10.51897
11/10/2009,1:09:05,1474.509,11.557,10521.31,11.478,6022.541,110.113,60,15,2394,0.052,0.872,1.474509,6.022541,10.52131
11/10/2009,1:09:10,1475.171,11.553,10524.14,11.479,6029.066,110.079,60,15,2394,0.052,0.872,1.475171,6.029066,10.52414
11/10/2009,1:09:15,1475.808,11.556,10526.31,11.48,6036.24,110.047,60,15,2394,0.052,0.872,1.475808,6.03624,10.52631
11/10/2009,1:09:20,1476.996,11.554,10528.55,11.479,6043.218,110.018,60,15,2394,0.052,0.872,1.476996,6.043218,10.52855
11/10/2009,1:09:25,1482,11.554,10531.03,11.479,6050.342,109.988,60,15,2394,0.052,0.872,1.482,6.050342,10.53103
11/10/2009,1:09:30,1488.34,11.553,10533.23,11.478,6056.968,109.962,60,15,2394,0.052,0.872,1.48834,6.056968,10.53323
11/10/2009,1:09:35,1497.015,11.555,10535.46,11.479,6062.666,109.936,60,15,2394,0.052,0.872,1.497015,6.062666,10.53546
11/10/2009,1:09:40,1504.838,11.556,10537.8,11.481,6067.796,109.916,60,15,2394,0.052,0.872,1.504838,6.067796,10.5378
11/10/2009,1:09:45,1508.036,11.556,10539.69,11.484,6072.646,109.894,60,15,2394,0.052,0.872,1.508036,6.072646,10.53969
11/10/2009,1:09:50,1512.625,11.557,10542.21,11.48,6077.18,109.866,60,15,2394,0.052,0.872,1.512625,6.07718,10.54221
11/10/2009,1:09:55,1515.529,11.554,10544.23,11.48,6080.395,109.849,60,15,2394,0.052,0.872,1.515529,6.080395,10.54423
11/10/2009,1:10:00,1516.431,11.554,10546.39,11.482,6083.716,109.828,60,15,2394,0.052,0.872,1.516431,6.083716,10.54639
11/10/2009,1:10:05,1521.796,11.554,10549.04,11.482,6087.072,109.822,60,15,2394,0.052,0.872,1.521796,6.087072,10.54904
11/10/2009,1:10:10,1520.966,11.554,10550.97,11.48,6089.549,109.817,60,15,2394,0.052,0.872,1.520966,6.089549,10.55097
11/10/2009,1:10:15,1514.462,11.554,10552.67,11.482,6091.843,109.819,60,15,2394,0.052,0.872,1.514462,6.091843,10.55267
11/10/2009,1:10:20,1511.09,11.557,10555.37,11.482,6093.635,109.815,60,15,2394,0.052,0.872,1.51109,6.093635,10.55537
11/10/2009,1:10:25,1511.916,11.554,10556.84,11.48,6095.264,109.809,60,15,2394,0.052,0.872,1.511916,6.095264,10.55684
11/10/2009,1:10:30,1519.685,11.555,10558.67,11.478,6096.914,109.812,60,15,2394,0.052,0.872,1.519685,6.096914,10.55867
11/10/2009,1:10:35,1519.29,11.556,10561.09,11.479,6098.491,109.813,60,15,2394,0.052,0.872,1.51929,6.098491,10.56109
11/10/2009,1:10:40,1519.361,11.556,10563.19,11.479,6100.013,109.817,60,15,2394,0.052,0.872,1.519361,6.100013,10.56319
11/10/2009,1:10:45,1519.904,11.556,10564.78,11.482,6101.584,109.821,60,15,2394,0.052,0.872,1.519904,6.101584,10.56478
11/10/2009,1:10:50,1521.18,11.553,10566.94,11.478,6103.166,109.825,60,15,2394,0.052,0.872,1.52118,6.103166,10.56694
11/10/2009,1:10:55,1521.205,11.556,10568.34,11.481,6104.714,109.828,60,15,2394,0.052,0.872,1.521205,6.104714,10.56834
11/10/2009,1:11:00,1522.684,11.555,10570.66,11.48,6106.524,109.833,60,15,2394,0.052,0.872,1.522684,6.106524,10.57066
11/10/2009,1:11:05,1520.114,11.553,10572.52,11.482,6108.429,109.84,60,15,2394,0.052,0.872,1.520114,6.108429,10.57252
11/10/2009,1:11:10,1520.115,11.554,10574.51,11.48,6110.695,109.845,60,15,2394,0.052,0.872,1.520115,6.110695,10.57451
11/10/2009,1:11:15,1690.301,11.555,10576.24,11.479,6113.036,109.853,60,15,2394,0.052,0.872,1.690301,6.113036,10.57624
11/10/2009,1:11:20,1659.314,11.558,10578.19,11.478,6115.074,109.861,60,15,2394,0.052,0.872,1.659314,6.115074,10.57819
11/10/2009,1:11:25,1562.73,11.555,10580.16,11.482,6117.271,109.868,60,15,2394,0.052,0.872,1.56273,6.117271,10.58016
11/10/2009,1:11:30,1558.48,11.553,10581.68,11.481,6119.322,109.878,60,15,2394,0.052,0.872,1.55848,6.119322,10.58168
11/10/2009,1:11:35,1628.73,11.555,10583.27,11.477,6121.159,109.89,60,15,2394,0.052,0.872,1.62873,6.121159,10.58327
11/10/2009,1:11:40,1649.591,11.555,10584.12,11.48,6121.921,109.905,60,15,2394,0.052,0.872,1.649591,6.121921,10.58412
11/10/2009,1:11:45,1574.228,11.551,10586.69,11.48,6122.06,109.927,60,15,2394,0.052,0.872,1.574228,6.12206,10.58669
11/10/2009,1:11:50,1561.623,11.553,10588.28,11.479,6122.123,109.951,60,15,2394,0.052,0.872,1.561623,6.122123,10.58828
11/10/2009,1:11:55,1755.783,11.554,10589.43,11.477,6121.36,109.975,60,15,2394,0.052,0.872,1.755783,6.12136,10.58943
11/10/2009,1:12:00,1688.691,11.554,10591.16,11.482,6120.081,110.003,60,15,2394,0.052,0.872,1.688691,6.120081,10.59116
11/10/2009,1:12:05,1608.841,11.554,10592.91,11.48,6118.124,110.028,60,15,2394,0.052,0.872,1.608841,6.118124,10.59291
11/10/2009,1:12:10,1607.988,11.552,10594.62,11.482,6115.678,110.061,60,15,2394,0.052,0.872,1.607988,6.115678,10.59462
11/10/2009,1:12:15,1633.707,11.552,10595.88,11.483,6113.02,110.106,60,15,2394,0.052,0.872,1.633707,6.11302,10.59588
11/10/2009,1:12:20,1662.219,11.549,10598.07,11.481,6108.987,110.161,60,15,2394,0.052,0.872,1.662219,6.108987,10.59807
11/10/2009,1:12:25,1680.014,11.551,10599.48,11.48,6104.933,110.222,60,15,2394,0.052,0.872,1.680014,6.104933,10.59948
11/10/2009,1:12:30,1669.41,11.55,10601.24,11.481,6100.659,110.299,60,15,2394,0.052,0.872,1.66941,6.100659,10.60124
11/10/2009,1:12:35,1655.048,11.549,10601.22,11.482,6095.408,110.384,60,15,2394,0.052,0.872,1.655048,6.095408,10.60122
11/10/2009,1:12:40,1647.515,11.548,10597.89,11.477,6088.716,110.485,60,15,2394,0.052,0.872,1.647515,6.088716,10.59789
11/10/2009,1:12:45,1643.456,11.55,10593.46,11.48,6081.51,110.607,60,15,2394,0.052,0.872,1.643456,6.08151,10.59346
11/10/2009,1:12:50,1720.934,11.549,10587.28,11.479,6074.449,110.754,60,15,2394,0.052,0.872,1.720934,6.074449,10.58728
11/10/2009,1:12:55,1732.529,11.55,10581.01,11.481,6067.212,110.916,60,15,2394,0.052,0.872,1.732529,6.067212,10.58101
11/10/2009,1:13:00,1703.239,11.551,10574.57,11.48,6058.844,111.095,60,15,2394,0.052,0.872,1.703239,6.058844,10.57457
11/10/2009,1:13:05,1690.431,11.549,10569.12,11.479,6050.671,111.294,60,15,2394,0.052,0.872,1.690431,6.050671,10.56912
11/10/2009,1:13:10,1684.634,11.55,10562.8,11.48,6042.343,111.515,60,15,2394,0.052,0.872,1.684634,6.042343,10.5628
11/10/2009,1:13:15,1681.458,11.55,10557.38,11.481,6034.003,111.753,60,15,2394,0.052,0.872,1.681458,6.034003,10.55738
11/10/2009,1:13:20,1680.75,11.549,10551.4,11.48,6024.553,112,60,15,2394,0.052,0.872,1.68075,6.024553,10.5514
11/10/2009,1:13:25,1691.511,11.548,10546.07,11.482,6014.472,112.268,60,15,2394,0.052,0.872,1.691511,6.014472,10.54607
11/10/2009,1:13:30,1726.067,11.551,10540.16,11.476,6002.989,112.549,60,15,2394,0.052,0.872,1.726067,6.002989,10.54016
11/10/2009,1:13:35,1725.975,11.55,10534.7,11.476,5991.511,112.854,60,15,2394,0.052,0.872,1.725975,5.991511,10.5347
11/10/2009,1:13:40,1722.494,11.552,10529.27,11.479,5978.507,113.16,60,15,2394,0.052,0.872,1.722494,5.978507,10.52927
11/10/2009,1:13:45,1715.339,11.55,10523.3,11.478,5965.298,113.488,60,15,2394,0.052,0.872,1.715339,5.965298,10.5233
11/10/2009,1:13:50,1727.339,11.554,10518.34,11.477,5952.299,113.828,60,15,2394,0.052,0.872,1.727339,5.952299,10.51834
11/10/2009,1:13:55,1736.774,11.55,10512.76,11.479,5939.269,114.173,60,15,2394,0.052,0.872,1.736774,5.939269,10.51276
11/10/2009,1:14:00,1739.775,11.551,10507.37,11.476,5925.997,114.523,60,15,2394,0.052,0.872,1.739775,5.925997,10.50737
11/10/2009,1:14:05,1736.775,11.55,10501.8,11.472,5913.232,114.876,60,15,2394,0.052,0.872,1.736775,5.913232,10.5018
11/10/2009,1:14:10,1736.471,11.552,10496.2,11.476,5899.906,115.234,60,15,2394,0.052,0.872,1.736471,5.899906,10.4962
11/10/2009,1:14:15,1733.346,11.551,10490.93,11.476,5885.714,115.594,60,15,2394,0.052,0.872,1.733346,5.885714,10.49093
11/10/2009,1:14:20,1729.179,11.553,10485.64,11.477,5871.85,115.95,60,15,2394,0.052,0.872,1.729179,5.87185,10.48564
11/10/2009,1:14:25,1719.841,11.552,10480.19,11.475,5857.408,116.297,60,15,2394,0.052,0.872,1.719841,5.857408,10.48019
11/10/2009,1:14:30,1800.612,11.55,10475.08,11.475,5842.9,116.645,60,15,2394,0.052,0.872,1.800612,5.8429,10.47508
11/10/2009,1:14:35,1798.465,11.557,10469.35,11.475,5829.039,116.992,60,15,2394,0.052,0.872,1.798465,5.829039,10.46935
11/10/2009,1:14:40,1765.363,11.55,10464.11,11.476,5814.681,117.328,60,15,2394,0.052,0.872,1.765363,5.814681,10.46411
11/10/2009,1:14:45,1764.614,11.554,10459.14,11.476,5799.957,117.661,60,15,2394,0.052,0.872,1.764614,5.799957,10.45914
11/10/2009,1:14:50,1764.538,11.552,10453.66,11.478,5784.644,117.985,60,15,2394,0.052,0.872,1.764538,5.784644,10.45366
11/10/2009,1:14:55,1764.161,11.553,10447.97,11.477,5769.182,118.302,60,15,2394,0.052,0.872,1.764161,5.769182,10.44797
11/10/2009,1:15:00,1763.749,11.554,10442.98,11.476,5753.415,118.608,60,15,2394,0.052,0.872,1.763749,5.753415,10.44298
11/10/2009,1:15:05,1764.314,11.557,10437.25,11.477,5738.296,118.911,60,15,2394,0.052,0.872,1.764314,5.738296,10.43725
11/10/2009,1:15:10,1761.172,11.557,10431.93,11.475,5722.159,119.206,60,15,2394,0.052,0.872,1.761172,5.722159,10.43193
11/10/2009,1:15:15,1757.555,11.555,10426.83,11.478,5706.727,119.483,60,15,2394,0.052,0.872,1.757555,5.706727,10.42683
11/10/2009,1:15:20,1755.064,11.555,10421.19,11.477,5689.984,119.751,60,15,2394,0.052,0.872,1.755064,5.689984,10.42119
11/10/2009,1:15:25,1752.994,11.558,10415.88,11.481,5673.764,120.016,60,15,2394,0.052,0.872,1.752994,5.673764,10.41588
11/10/2009,1:15:30,1755.559,11.558,10410.69,11.479,5657.475,120.272,60,15,2394,0.052,0.872,1.755559,5.657475,10.41069
11/10/2009,1:15:35,1760.375,11.556,10405.23,11.477,5641.311,120.514,60,15,2394,0.052,0.872,1.760375,5.641311,10.40523
11/10/2009,1:15:40,1760.447,11.556,10400.01,11.477,5625.056,120.738,60,15,2394,0.052,0.872,1.760447,5.625056,10.40001
11/10/2009,1:15:45,1760.544,11.558,10394.68,11.479,5608.59,120.967,60,15,2394,0.052,0.872,1.760544,5.60859,10.39468
11/10/2009,1:15:50,1765.929,11.56,10390.08,11.478,5592.535,121.172,60,15,2394,0.052,0.872,1.765929,5.592535,10.39008
11/10/2009,1:15:55,1764.397,11.561,10384.59,11.478,5575.827,121.38,60,15,2394,0.052,0.872,1.764397,5.575827,10.38459
11/10/2009,1:16:00,1764.492,11.562,10379.58,11.48,5559.232,121.568,60,15,2394,0.052,0.872,1.764492,5.559232,10.37958
11/10/2009,1:16:05,1762.052,11.562,10373.95,11.479,5542.027,121.753,60,15,2394,0.052,0.872,1.762052,5.542027,10.37395
11/10/2009,1:16:10,1762.032,11.561,10368.75,11.478,5525.086,121.924,60,15,2394,0.052,0.872,1.762032,5.525086,10.36875
11/10/2009,1:16:15,1759.627,11.56,10363.95,11.482,5507.915,122.093,60,15,2394,0.052,0.872,1.759627,5.507915,10.36395
11/10/2009,1:16:20,1759.525,11.562,10358.65,11.479,5491.3,122.253,60,15,2394,0.052,0.872,1.759525,5.4913,10.35865
11/10/2009,1:16:25,1762.523,11.562,10353.94,11.477,5474.693,122.401,60,15,2394,0.052,0.872,1.762523,5.474693,10.35394
11/10/2009,1:16:30,1763.847,11.565,10348.8,11.481,5456.185,122.541,60,15,2394,0.052,0.872,1.763847,5.456185,10.3488
11/10/2009,1:16:35,1763.832,11.566,10343.59,11.477,5438.383,122.673,60,15,2394,0.052,0.872,1.763832,5.438383,10.34359
11/10/2009,1:16:40,1763.141,11.564,10338.59,11.48,5420.41,122.791,60,15,2394,0.052,0.872,1.763141,5.42041,10.33859
11/10/2009,1:16:45,1759.639,11.565,10333.69,11.482,5402.948,122.914,60,15,2394,0.052,0.872,1.759639,5.402948,10.33369
11/10/2009,1:16:50,1757.419,11.565,10328.4,11.481,5386.421,123.024,60,15,2394,0.052,0.872,1.757419,5.386421,10.3284
11/10/2009,1:16:55,1759.461,11.565,10323.49,11.479,5369.878,123.127,60,15,2394,0.052,0.872,1.759461,5.369878,10.32349
11/10/2009,1:17:00,1760.584,11.567,10319.14,11.477,5352.331,123.221,60,15,2394,0.052,0.872,1.760584,5.352331,10.31914
11/10/2009,1:17:05,1761.32,11.565,10313.75,11.481,5335.303,123.322,60,15,2394,0.052,0.872,1.76132,5.335303,10.31375
11/10/2009,1:17:10,1762.73,11.566,10308.42,11.482,5318.266,123.401,60,15,2394,0.052,0.872,1.76273,5.318266,10.30842
11/10/2009,1:17:15,1762.64,11.566,10303.39,11.478,5301.264,123.49,60,15,2394,0.052,0.872,1.76264,5.301264,10.30339
11/10/2009,1:17:20,1762.915,11.567,10299.14,11.477,5284.213,123.563,60,15,2394,0.052,0.872,1.762915,5.284213,10.29914
11/10/2009,1:17:25,1764.248,11.566,10293.96,11.477,5266.925,123.641,60,15,2394,0.052,0.872,1.764248,5.266925,10.29396
11/10/2009,1:17:30,1763.398,11.565,10288.84,11.477,5249.849,123.709,60,15,2394,0.052,0.872,1.763398,5.249849,10.28884
11/10/2009,1:17:35,1760.456,11.566,10284.03,11.479,5232.107,123.772,60,15,2394,0.052,0.872,1.760456,5.232107,10.28403
11/10/2009,1:17:40,1757.72,11.57,10279.8,11.478,5215.511,123.836,60,15,2394,0.052,0.872,1.75772,5.215511,10.2798
11/10/2009,1:17:45,1757.701,11.569,10274.77,11.477,5198.439,123.89,60,15,2394,0.052,0.872,1.757701,5.198439,10.27477
11/10/2009,1:17:50,1756.166,11.569,10270.12,11.48,5181.576,123.944,60,15,2394,0.052,0.872,1.756166,5.181576,10.27012
11/10/2009,1:17:55,1756.166,11.569,10265.4,11.478,5164.838,123.994,60,15,2394,0.052,0.872,1.756166,5.164838,10.2654
11/10/2009,1:18:00,1755.981,11.568,10260.72,11.479,5148.129,124.041,60,15,2394,0.052,0.872,1.755981,5.148129,10.26072
11/10/2009,1:18:05,1753.889,11.569,10256.29,11.48,5131.16,124.085,60,15,2394,0.052,0.872,1.753889,5.13116,10.25629
11/10/2009,1:18:10,1754.445,11.567,10251.47,11.478,5114.597,124.125,60,15,2394,0.052,0.872,1.754445,5.114597,10.25147
11/10/2009,1:18:15,1754.341,11.569,10246.29,11.48,5098.177,124.158,60,15,2394,0.052,0.872,1.754341,5.098177,10.24629
11/10/2009,1:18:20,1754.142,11.569,10241.42,11.478,5081.658,124.2,60,15,2394,0.052,0.872,1.754142,5.081658,10.24142
11/10/2009,1:18:25,1750.403,11.569,10237.09,11.48,5065.207,124.233,60,15,2394,0.052,0.872,1.750403,5.065207,10.23709
11/10/2009,1:18:30,1750.243,11.57,10232.53,11.481,5048.482,124.256,60,15,2394,0.052,0.872,1.750243,5.048482,10.23253
11/10/2009,1:18:35,1747.337,11.57,10228.03,11.482,5031.767,124.286,60,15,2394,0.052,0.872,1.747337,5.031767,10.22803
11/10/2009,1:18:40,1746.78,11.571,10223.5,11.48,5015.166,124.314,60,15,2394,0.052,0.872,1.74678,5.015166,10.2235
11/10/2009,1:18:45,1742.593,11.573,10218.95,11.483,4998.186,124.345,60,15,2394,0.052,0.872,1.742593,4.998186,10.21895
11/10/2009,1:18:50,1740.241,11.571,10214.13,11.479,4981.902,124.372,60,15,2394,0.052,0.872,1.740241,4.981902,10.21413
11/10/2009,1:18:55,1739.704,11.573,10209.97,11.482,4965.337,124.39,60,15,2394,0.052,0.872,1.739704,4.965337,10.20997
11/10/2009,1:19:00,1736.181,11.572,10205.74,11.479,4948.576,124.411,60,15,2394,0.052,0.872,1.736181,4.948576,10.20574
11/10/2009,1:19:05,1736.182,11.573,10200.99,11.481,4932.325,124.435,60,15,2394,0.052,0.872,1.736182,4.932325,10.20099
11/10/2009,1:19:10,1734.337,11.572,10196.55,11.478,4915.282,124.449,60,15,2394,0.052,0.872,1.734337,4.915282,10.19655
11/10/2009,1:19:15,1734.301,11.572,10192.6,11.478,4898.038,124.47,60,15,2394,0.052,0.872,1.734301,4.898038,10.1926
11/10/2009,1:19:20,1731.435,11.574,10187.95,11.479,4880.888,124.481,60,15,2394,0.052,0.872,1.731435,4.880888,10.18795
11/10/2009,1:19:25,1731.391,11.571,10183.61,11.48,4863.452,124.495,60,15,2394,0.052,0.872,1.731391,4.863452,10.18361
11/10/2009,1:19:30,1731.265,11.571,10179.31,11.479,4846.623,124.502,60,15,2394,0.052,0.872,1.731265,4.846623,10.17931
11/10/2009,1:19:35,1727.759,11.57,10175.04,11.48,4829.163,124.512,60,15,2394,0.052,0.872,1.727759,4.829163,10.17504
11/10/2009,1:19:40,1727.158,11.575,10171.24,11.476,4811.703,124.527,60,15,2394,0.052,0.872,1.727158,4.811703,10.17124
11/10/2009,1:19:45,1725.904,11.572,10167.11,11.476,4794.569,124.537,60,15,2394,0.052,0.872,1.725904,4.794569,10.16711
